image,score
sun_bqgfmjgjfxofyzwl.jpg,58.4
sun_anjgzxqwccbiozsw.jpg,36.4
sun_actnsdjpqgtzjwcw.jpg,51.64
sun_bwwxicczpmsfrrkc.jpg,54.18
sun_alshfwudkoqnqype.jpg,36.1
sun_arahdppusymomreh.jpg,52.9
sun_bkxomboxzphxtmfg.jpg,58.6
sun_bbgzuwnafsiyobtr.jpg,58.9
sun_bgshlqnjiisfgwzk.jpg,45.5
sun_azyaahqmkktxzzer.jpg,70.8
sun_bpsnkrcqsvmhsuqo.jpg,54.0
sun_admopryvcnujmcez.jpg,58.64
sun_agvzntnnphsuqbmn.jpg,41.2
sun_ajoobuvknzvshwzw.jpg,34.3
sun_bfamenrbbamqczro.jpg,41.1
sun_bgusozmwcjqeelmr.jpg,70.6
sun_bjrxopjiakyihdqo.jpg,36.9
sun_aamdtqvmzkmjgivi.jpg,64.0
sun_bmyozoiuweyqnygq.jpg,64.2
sun_agbzwurdlaqqexep.jpg,72.8
sun_brxnzlgwkmrqvqym.jpg,70.9
sun_aokcojhjotquljnw.jpg,69.7
sun_byuhjpweygtwpwbj.jpg,33.0
sun_aciofoesudrskhdm.jpg,63.36
sun_bgrqtwqvlhdxwwea.jpg,55.0
sun_aarzwginlqrfnzvf.jpg,63.36
sun_bwrxuzjzmvewrchl.jpg,63.36
sun_blyqrgqcdbyyyhkh.jpg,49.1
sun_bagsogdyzikrwoja.jpg,55.6
sun_afgbnvgqbsxpomau.jpg,41.0
sun_bbrxjlbkfmnjtxiz.jpg,74.6
sun_bjxtkjavbhuarzsl.jpg,53.9
sun_agthkmaroyhaonur.jpg,59.3
sun_bpvafxvnkfvcgcgn.jpg,47.9
sun_bfouonyltkukjxbm.jpg,28.6
sun_adqmgymlumduelnn.jpg,55.27
sun_bswrcddsdaymohah.jpg,50.82
sun_bclxuaebxbiounqw.jpg,55.6
sun_agvctqwhcbxfrglt.jpg,55.6
sun_aqqabpdqjxygueuw.jpg,50.8
sun_bfpaqdemyawwwahn.jpg,36.5
sun_bcanfjwggupeamtz.jpg,43.4
sun_agjevbttbucaxtcp.jpg,47.1
sun_agszvozijlyqqeyn.jpg,25.2
sun_ahhnjksmytmbzmmp.jpg,48.3
sun_ayuaydjcuqxqnrlq.jpg,71.2
sun_aekkynucosyodgdj.jpg,78.73
sun_axakxdilafzcooox.jpg,55.2
sun_aspjegmgbnxlmkzb.jpg,68.6
sun_afuxtcmpnmheomyt.jpg,20.0
sun_befrbcslctncdtls.jpg,59.2
sun_bgotxhymxahzhjub.jpg,54.7
sun_aohqvhrlwvbexvnk.jpg,43.8
sun_abhavxyiuqqdxvgd.jpg,62.82
sun_atnfqcmathixmjow.jpg,67.4
sun_axmmgcsxwtsmadxu.jpg,60.2
sun_agjhddbulpifowlv.jpg,64.7
sun_btffykywgxewtvir.jpg,57.27
sun_aygkoljubkyhhycy.jpg,58.2
sun_ayuquurjulxlnkjc.jpg,56.9
sun_aywuiguudlcklxiu.jpg,57.0
sun_amrzjugrfoydgxhd.jpg,32.2
sun_bsbmxedcrvxjljoh.jpg,44.7
sun_acsrcrvmkcsrvtcq.jpg,32.36
sun_aqzpnmfqtgrpoczc.jpg,54.6
sun_bhxlcbznombmfbat.jpg,57.3
sun_bnjgpcrfxqawdfjf.jpg,47.6
sun_bohuyqxtsxywcajl.jpg,52.8
sun_bkrnneadgjiacrsp.jpg,35.1
sun_bgfqhfnbogqqgqte.jpg,65.1
sun_bdjyjupowtqakfmu.jpg,66.3
sun_ajnrakzwcfnluodd.jpg,36.8
sun_aaktvzxuzcrholrn.jpg,46.45
sun_bbrvgokgbvlfakyv.jpg,72.2
sun_ajokwebqmiuzucqo.jpg,37.7
sun_bgshkoltnrmilxns.jpg,59.7
sun_bphkwnlauepividj.jpg,56.0
sun_bbifggebenswicin.jpg,57.2
sun_bikuicptxwraioci.jpg,37.7
sun_bszxwyguqiztashe.jpg,56.0
sun_abysfcvgcetptqxa.jpg,64.18
sun_ainxgwmberxsrkej.jpg,50.7
sun_behvlonmknqlnxrc.jpg,65.7
sun_bndbkdzixliunlbz.jpg,59.0
sun_bdfzbvthkewjkagc.jpg,66.2
sun_bmeclylamagtutkc.jpg,41.2
sun_bjiqtmffnnoulefg.jpg,64.9
sun_azhdevaibilykmgu.jpg,74.2
sun_bgbulbzhfqurfrcs.jpg,53.4
sun_bxpftazinzuaahhk.jpg,60.18
sun_bmfabvqgfwtmjneq.jpg,38.9
sun_bvbqpnzbgnhenfmy.jpg,84.36
sun_axcbspaxpiuudsrj.jpg,66.1
sun_bgfurnmznsjcdbae.jpg,51.7
sun_bupeehmamgegewpl.jpg,61.55
sun_bzoysmqxfkzkrxzq.jpg,63.09
sun_aamidmlrrdfdnbgl.jpg,80.09
sun_bxcsvzfynwtynbwt.jpg,57.27
sun_aleymscxsisnveqp.jpg,34.6
sun_abpqxslcljhrwmck.jpg,41.09
sun_bagnqmholhdjvckm.jpg,60.5
sun_bxvuvsbvefpfhoor.jpg,47.18
sun_aydvvhqombqloffb.jpg,72.5
sun_agwogizmdwmzeeta.jpg,47.8
sun_acfvvjmfvmeiplkx.jpg,51.82
sun_bzbjprpgglgregsp.jpg,57.91
sun_bzludvbnpfogksta.jpg,46.64
sun_azltjhgpbomjunfc.jpg,64.8
sun_bffqsvafmjibtkro.jpg,68.0
sun_btwbhwvpmznjsvus.jpg,51.82
sun_blegzvkseullxigg.jpg,48.9
sun_ajbpuqtgjfnvkjvn.jpg,24.9
sun_adiiwobvrdhntvfx.jpg,62.27
sun_bzcbytiglfpamxno.jpg,60.55
sun_ahspylgoovwmwvgk.jpg,32.8
sun_aqftpyuksqtdtceh.jpg,56.7
sun_aaovtbniyzpboymw.jpg,55.27
sun_bzfptpieotexksdl.jpg,44.45
sun_bzolfrhocvsablts.jpg,55.64
sun_aqtwemskfyhpopqf.jpg,54.3
sun_ahhomtyduaznebgb.jpg,62.0
sun_bxhaseuplhxmglda.jpg,60.82
sun_bmkqtwsupjiixbkl.jpg,67.3
sun_bxeiylbtpjkvjdja.jpg,53.45
sun_bmlqeyqafhorypsr.jpg,63.1
sun_bppwnyxlgptkrpwo.jpg,33.3
sun_barxnwyebwxvhlaz.jpg,58.9
sun_bqjzgmttjagpamzt.jpg,63.1
sun_btympspwijfqaqko.jpg,56.27
sun_bhkqfzorgmtudjqn.jpg,55.3
sun_bkcfbmtcumwrvxlb.jpg,51.8
sun_awhlypaaugihvrjk.jpg,62.0
sun_bhkilidhnuzrfdoc.jpg,50.4
sun_asxolzqcqtihmbju.jpg,77.3
sun_bmtbldypepqtfcha.jpg,70.7
sun_bfyiordjfwofpafr.jpg,50.2
sun_ahpwonrlyygmzvtx.jpg,21.6
sun_aixfvvnrylnrlhzf.jpg,53.1
sun_bcaukzkjryumtcch.jpg,44.2
sun_bpxgmqnwboogllyq.jpg,60.7
sun_bzwwygxzfnzcejmu.jpg,48.18
sun_bscznrajtpgmedue.jpg,29.3
sun_ajvklpmjherjgxrt.jpg,46.4
sun_asvogfgqcihmbuhy.jpg,61.7
sun_aihpgihxxnmwqdcd.jpg,47.9
sun_bdkglcanoliyzurx.jpg,46.5
sun_bhhmdgoibwgubpgy.jpg,54.6
sun_bfrcsrcxquhgcnux.jpg,61.0
sun_alwwbuvtkfjiybvl.jpg,37.7
sun_aglwwpjrtjdgrbsy.jpg,41.9
sun_auabjyowhptjcuzi.jpg,25.5
sun_brstqndatwxkukya.jpg,38.6
sun_ajdethecbcfhexju.jpg,46.5
sun_avuqfmqnnacpugwc.jpg,70.7
sun_bnanfhclyxnsjzgc.jpg,53.4
sun_bcitvhafynsmchww.jpg,56.5
sun_akqesljoypfqyjdc.jpg,52.3
sun_aesovualhburmfhn.jpg,73.55
sun_bbtmkzyovrnquflk.jpg,64.5
sun_amuxhqcdvdyjslqr.jpg,79.5
sun_bnpoflidwifjpkwt.jpg,57.4
sun_bnhqckgknuryydtg.jpg,64.1
sun_bkjbcqikzkwiuhjz.jpg,35.2
sun_aqovleaxrjqeddyp.jpg,69.0
sun_artdjhucuwcdlzal.jpg,66.2
sun_admfflktpyhrmrgo.jpg,52.91
sun_acnxqvumxuhphsox.jpg,43.82
sun_awrxnfdfzyznnbtd.jpg,42.1
sun_bugpcnvxmhqxnzfc.jpg,78.27
sun_arijfafjbpwwwucr.jpg,42.8
sun_alspyxejzukmyyvf.jpg,34.6
sun_aubehthmwgfqgrxl.jpg,38.4
sun_bbduqosbteypfkil.jpg,40.0
sun_bjirabrawmznrrls.jpg,72.2
sun_bkdzxzongvkxaulf.jpg,66.6
sun_byvdfrqywtsiavuf.jpg,39.55
sun_bciwhkffbduessdt.jpg,62.0
sun_asvcfruitoxygxrv.jpg,20.1
sun_brltdrpgsjpmgxwt.jpg,75.4
sun_amtnhoeymsbotabs.jpg,38.8
sun_bqwyqxdaewccspxe.jpg,60.1
sun_alaoxkdoftpxwxef.jpg,53.6
sun_blfhgrehecmwbptm.jpg,49.1
sun_bluyqwtrsfarwukn.jpg,58.6
sun_bsrsosywofxosirx.jpg,67.64
sun_agysnixnkhpsvtmr.jpg,33.3
sun_aofyuejouqtbyooo.jpg,66.4
sun_awpnvdbxpoaugrga.jpg,58.6
sun_bexmlggwjjvdhcjs.jpg,70.3
sun_aaenwecffknbumjq.jpg,53.91
sun_bodxeitzhnyqleqr.jpg,27.4
sun_bglqunwuycxydmyu.jpg,36.8
sun_bhuxcsblqdutopye.jpg,63.1
sun_bfhvvwgvxxjrctil.jpg,42.3
sun_bgssxvcsdrinsvka.jpg,50.7
sun_btxdfkuoehgmlglt.jpg,46.82
sun_bjesrezktozovics.jpg,61.3
sun_bfnppamlyniiwcia.jpg,50.3
sun_beyqkdhbapysbwbv.jpg,49.9
sun_bonuhbnylxnbdkoc.jpg,38.5
sun_abcexmhrrazffdxe.jpg,49.36
sun_btoivoyxjojqutdv.jpg,68.73
sun_blrfgncuqysvtcbg.jpg,55.8
sun_aogurmvyvbrumjot.jpg,18.2
sun_acvspbpkzomoaigv.jpg,51.45
sun_bapmctishqwpgofk.jpg,31.9
sun_aghpssksjtcabhqr.jpg,27.8
sun_anttehhugofruyuj.jpg,52.6
sun_ainzlfozoxxasyfe.jpg,33.3
sun_arpxtcyqwridpafp.jpg,42.3
sun_aulusxykphxgwdtw.jpg,52.2
sun_bncmdqzpobwbscgh.jpg,54.0
sun_apdohjhuiiwwbtsr.jpg,52.7
sun_aaslbwtcdcwjukuo.jpg,52.09
sun_alnurdgpqodhpawt.jpg,24.7
sun_bdmgmqsmmqkthilp.jpg,61.2
sun_auogkabgngfqqkaw.jpg,49.3
sun_aiplotqctietyzng.jpg,45.7
sun_avwkltzuwiujlpvj.jpg,65.8
sun_bqfevzqzayamjbml.jpg,56.1
sun_bvcdcqtuostypbbu.jpg,51.45
sun_bsdjslgvpavusora.jpg,50.1
sun_bgqgarhskkwpvhpi.jpg,60.7
sun_bdfwelxqhaufzyqb.jpg,73.2
sun_bfxcfeevxaeqmncf.jpg,73.3
sun_bmladklyprzymgoo.jpg,58.2
sun_burokageiugamrul.jpg,43.91
sun_adhfdpqdtxovgeaw.jpg,31.18
sun_bqfkrpcpakhwiilp.jpg,65.2
sun_bwkvdeqiygcrqwxi.jpg,48.09
sun_boxfizxdmlaotdgc.jpg,34.6
sun_bkzcruvdqfrkgnuz.jpg,62.6
sun_agblpzrkbqcipkyz.jpg,65.1
